doc_id,obra_id,author,title,year,lang,traduccio,variant,source_file,n_paragraphs
doc_002448,2448,"Bofill i Mates, Jaume",La ciutat d'ivori,1918,LIT,no,central,002448_La_ciutat_d_ivori.out.txt,103
doc_002449,2449,"Folguera, Joaquim",El poema espars,1917,LIT,no,central,002449_El_poema_espars.out.txt,89
doc_002581,2581,"Bofill i Mates, Jaume",Ofrena rural,1926,LIT,no,central,002581_Ofrena_rural.out.txt,128
doc_002601,2601,"Salvat-Papasseit, Joan",La gesta dels estels,1922,LIT,no,central,002601_La_gesta_dels_estels.out.txt,196
doc_002602,2602,"Salvat-Papasseit, Joan","L'irradiador del port, i les gavines",1921,LIT,no,central,002602_L_irradiador_del_port_i_les_gavines.out.txt,115
doc_002604,2604,"Bofill i Mates, Jaume",Selvatana amor,1920,LIT,no,central,002604_Selvatana_amor.out.txt,184
doc_002620,2620,"Rosselló-Pòrcel, Bartomeu",Imitació del foc,1938,LIT,no,baleàric,002620_Imitacio_del_foc.out.txt,106
doc_002660,2660,"Bofill i Mates, Jaume",Sàtires,1929,LIT,no,central,002660_Satires.out.txt,797
doc_002676,2676,"Torres, Màrius",Poesies,1947,LIT,no,nord-occidental,002676_Poesies.out.txt,412
doc_002702,2702,"Oller, Narcís",Al llapis y a la ploma,1918,LIT,no,central,002702_Al_llapis_y_a_la_ploma.out.txt,929
doc_002710,2710,"Morera Galícia, Magí",Coriolà,1915,LIT,sí,nord-occidental,002710_Coriola.out.txt,948
doc_002711,2711,"Aguiló i Cortès, Tomàs",Mes pert l'avariciós que l'abondós,1851,LIT,no,baleàric,002711_Mes_pert_l_avaricios_que_l_abondos.out.txt,139
doc_002712,2712,"Mut, Tomàs",Entremes d'en Roagó Florit y na Faldó,1846,LIT,no,baleàric,002712_Entremes_d_en_Roago_Florit_y_na_Faldo.out.txt,343
doc_002713,2713,"Cortada i Sala, Joan",La noya fugitiva,1834,LIT,sí,central,002713_La_noya_fugitiva.out.txt,59
doc_002720,2720,"Roure, Conrad",La marmota,1887,LIT,no,central,002720_La_marmota.out.txt,307
doc_002721,2721,"Roure, Conrad",Lo castell y la masia,1891,LIT,no,central,002721_Lo_castell_y_la_masia.out.txt,818
doc_002722,2722,"Roure, Conrad; Urgell, Modest",Passions funestas,1898,LIT,no,central,002722_Passions_funestas.out.txt,818
doc_002723,2723,"Roure, Conrad",La casamentera,1894,LIT,no,central,002723_La_casamentera.out.txt,462
doc_002724,2724,"Roure, Conrad",¡13!,1897,LIT,no,central,002724_13.out.txt,371
doc_002725,2725,"Roure, Conrad",Matrimonis á Montserrat,1896,LIT,no,central,002725_Matrimonis_a_Montserrat.out.txt,849
doc_002740,2740,"Guimerà, Àngel",Jesús que torna,1917,LIT,no,central,002740_Jesus_que_torna.out.txt,1282
doc_002744,2744,"Mestres, Apel·les",La barca dels afligits,1916,LIT,no,central,002744_La_barca_dels_afligits.out.txt,273
doc_002772,2772,"Roure, Conrad",Lo quarto dels mals endressos,1894,LIT,no,central,002772_Lo_quarto_dels_mals_endressos.out.txt,251
doc_002835,2835,"Corominas, Pere",De plaer no n'hi ha mai prou,1927,LIT,no,central,002835_De_plaer_no_n_hi_ha_mai_prou.out.txt,410
doc_002848,2848,"Guimerà, Àngel",Joan Dalla,1921,LIT,no,central,002848_Joan_Dalla.out.txt,590
doc_002852,2852,"Maseras i Galtés, Alfons","Jordi Dandin, o el marit confús",1932,LIT,sí,central,002852_Jordi_Dandin_o_el_marit_confus.out.txt,479
doc_002869,2869,"Gual, Adrià",La comedia extraordinaria de l'home que va perdre el temps,1914,LIT,no,central,002869_La_comedia_extraordinaria_de_l_home_que_.out.txt,734
doc_002873,2873,"Rusiñol, Santiago",El senyor Josep falta a la dòna,1915,LIT,no,central,002873_El_senyor_Josep_falta_a_la_dona.out.txt,349
doc_002886,2886,"Corominas, Pere",El perfecte dandi,1940,LIT,no,central,002886_El_perfecte_dandi.out.txt,32
doc_002887,2887,"Corominas, Pere",La Rambla,1940,LIT,no,central,002887_La_Rambla.out.txt,152
doc_002890,2890,"Fages de Romà, Narcís",Cartilla rural en aforismes catalans,1849,LIT,no,central,002890_Cartilla_rural_en_aforismes_catalans.out.txt,530
doc_002896,2896,"Bertrana, Prudenci","Josep II, rei",1934,LIT,no,central,002896_Josep_II_rei.out.txt,442
doc_002920,2920,"Capdevila, Carles",L'home i les armes,1934,LIT,sí,central,002920_L_home_i_les_armes.out.txt,783
doc_002929,2929,"Balaguer, Víctor",Las esposallas de la morta,1879,LIT,no,central,002929_Las_esposallas_de_la_morta.out.txt,192
doc_002932,2932,"Soler, Frederic",La dida,1872,LIT,no,central,002932_La_dida.out.txt,1185
doc_002934,2934,"Rusiñol, Santiago",L'auca del senyor Esteve,1917,LIT,no,central,002934_L_auca_del_senyor_Esteve.out.txt,1162
doc_002937,2937,"Corominas, Pere",El botxí de si mateix,1936,LIT,sí,central,002937_El_botxi_de_si_mateix.out.txt,569
doc_002940,2940,"Picó i Campamar, Ramon",La filla del segador,1914,LIT,no,baleàric,002940_La_filla_del_segador.out.txt,520
doc_002947,2947,"Bertrana, Prudenci",El fantasma de Montcorb,1930,LIT,no,central,002947_El_fantasma_de_Montcorb.out.txt,722
doc_002950,2950,"Maseras i Galtés, Alfons",Guerau i Marta,1932,LIT,no,central,002950_Guerau_i_Marta.out.txt,626
doc_002952,2952,"Rubió i Ors, Joaquim",Luter,1888,LIT,no,central,002952_Luter.out.txt,717
doc_002953,2953,"Balaguer, Víctor",Don Joan de Serrallonga,1868,LIT,no,central,002953_Don_Joan_de_Serrallonga.out.txt,924
doc_002955,2955,"Morera Galícia, Magí",Hàmlet,1920,LIT,sí,nord-occidental,002955_Hamlet.out.txt,972
doc_002974,2974,"Soler, Frederic",La banda de bastardía,1882,LIT,no,central,002974_La_banda_de_bastardia.out.txt,794
doc_002975,2975,"Soler, Frederic",Batalla de reynas,1887,LIT,no,central,002975_Batalla_de_reynas.out.txt,833
doc_002976,2976,"Soler, Frederic",Lo comte l'Arnau,1900,LIT,no,central,002976_Lo_comte_l_Arnau.out.txt,800
doc_002982,2982,"Bofarull, Antoni de",La orfaneta de Menargues ó Catalunya agonisant,1862,LIT,no,central,002982_La_orfaneta_de_Menargues_o_Catalunya_ago.out.txt,3963
doc_002983,2983,"Maspons i Labrós, Francesc","Lo rondallayre, I",1871,LIT,no,central,002983_Lo_rondallayre_I.out.txt,558
doc_002985,2985,Un centinella del any vuit,"Vetlladas a la vora del foch y a la llum de la lluna, I",1871,LIT,no,central,002985_Vetlladas_a_la_vora_del_foch_y_a_la_llum.out.txt,1064
doc_002994,2994,"Rubió i Ors, Joaquim",Assi comensa la historia de un fet de cavalleria,1862,LIT,no,central,002994_Assi_comensa_la_historia_de_un_fet_de_ca.out.txt,87
doc_002995,2995,"Thos i Codina, Terenci",La veu de la castellana,1862,LIT,no,central,002995_La_veu_de_la_castellana.out.txt,35
doc_002996,2996,"Angelon, Manuel",Setse jutjes...,1868,LIT,no,nord-occidental,002996_Setse_jutjes.out.txt,255
doc_002997,2997,"Robrenyo, Josep",El padre Carnot en Guimerà,1835,LIT,no,central,002997_El_padre_Carnot_en_Guimera.out.txt,162
doc_002998,2998,"Terradas, Abdó",Lo rey Micomicó,1838,LIT,no,central,002998_Lo_rey_Micomico.out.txt,190
doc_002999,2999,"Terradas, Abdó",Breu noticia sobre lo rey Micomicó,1838,LIT,no,central,002999_Breu_noticia_sobre_lo_rey_Micomico.out.txt,4
doc_003000,3000,"Oller, Narcís",Pilar Prim,1906,LIT,no,central,003000_Pilar_Prim.out.txt,1463
doc_003003,3003,"Verdaguer, Jacint",Dietari d'un pelegrí á Terra Santa,1889,LIT,no,central,003003_Dietari_d_un_pelegri_a_Terra_Santa.out.txt,438
doc_003004,3004,"Bertrana, Prudenci",Josafat,1906,LIT,no,central,003004_Josafat.out.txt,373
doc_003005,3005,"Briz, Francesc Pelagi",Lo coronel d'Anjou,1872,LIT,no,central,003005_Lo_coronel_d_Anjou.out.txt,1546
doc_003006,3006,"Monserdà, Dolors",La Montserrat,1893,LIT,no,central,003006_La_Montserrat.out.txt,818
doc_003008,3008,"Guinot i Vilar, Salvador",Escenes castelloneses,1905,LIT,no,valencià,003008_Escenes_castelloneses.out.txt,261
doc_003009,3009,"Thos i Codina, Terenci",Lo llibre de l'infantesa,1866,LIT,no,central,003009_Lo_llibre_de_l_infantesa.out.txt,367
doc_003010,3010,"Feliu i Codina, Josep",Lo Bruch,1880,LIT,no,central,003010_Lo_Bruch.out.txt,1118
doc_003011,3011,"Genís i Aguilar, Martí",Julita,1874,LIT,no,central,003011_Julita.out.txt,371
doc_003012,3012,"Briz, Francesc Pelagi",La roja,1876,LIT,no,central,003012_La_roja.out.txt,1424
doc_003013,3013,"Argullol, Josep d'",La guerra,1877,LIT,no,central,003013_La_guerra.out.txt,2477
doc_003014,3014,"Robrenyo, Josep",La calumnia descubierta ó an Batista y la Carmeta,1833,LIT,no,central,003014_La_calumnia_descubierta_o_an_Batista_y_l.out.txt,139
doc_003015,3015,"Robrenyo, Josep",El espatriado en su patria,1833,LIT,no,central,003015_El_espatriado_en_su_patria.out.txt,167
doc_003016,3016,"Robrenyo, Josep","La union ó la tia Sacallona, en las fiestas de Barcelona",1833,LIT,no,central,003016_La_union_o_la_tia_Sacallona_en_las_fiest.out.txt,176
doc_003018,3018,"Penya i Nicolau, Pere d'Alcàntara",Cuentos,1884,LIT,no,baleàric,003018_Cuentos.out.txt,1492
doc_003019,3019,"Querol i de Bofarull, Ferran de",'Clichés',1902,LIT,no,central,003019__Cliches_.out.txt,633
doc_003021,3021,"Vayreda, Marià",Recorts de la darrera carlinada,1898,LIT,no,central,003021_Recorts_de_la_darrera_carlinada.out.txt,455
doc_003022,3022,"Nadal i Canudas, Lluís Bertran",Benet Roure,1887,LIT,no,central,003022_Benet_Roure.out.txt,308
doc_003023,3023,"Rusiñol, Santiago",El poble gris,1902,LIT,no,central,003023_El_poble_gris.out.txt,735
doc_003024,3024,"Vilanova, Emili",Gent de casa,1889,LIT,no,central,003024_Gent_de_casa.out.txt,663
doc_003025,3025,"Oliver, Miquel dels Sants",L'hostal de la Bolla,1903,LIT,no,baleàric,003025_L_hostal_de_la_Bolla.out.txt,275
doc_003029,3029,"Vallmitjana, Juli",Sota Montjuic,1908,LIT,no,central,003029_Sota_Montjuic.out.txt,858
doc_003030,3030,"Pons i Massaveu, Joan",Quadros en prosa,1878,LIT,no,central,003030_Quadros_en_prosa.out.txt,1444
doc_003031,3031,"Berga i Boix, Josep",L'estudiant de la Garrotxa,1895,LIT,no,central,003031_L_estudiant_de_la_Garrotxa.out.txt,323
doc_003033,3033,"Ribera i Rovira, Ignasi",Iberisme,1907,LIT,no,central,003033_Iberisme.out.txt,268
doc_003034,3034,"Pons i Massaveu, Joan",La colla del carrer,1887,LIT,no,central,003034_La_colla_del_carrer.out.txt,1200
doc_003035,3035,"Riera i Bertran, Joaquim",Escenas de la vida pagesa,1878,LIT,no,central,003035_Escenas_de_la_vida_pagesa.out.txt,852
doc_003036,3036,"Casellas, Raimon",Els sots feréstechs,1901,LIT,no,central,003036_Els_sots_ferestechs.out.txt,655
doc_003037,3037,"Fayos Antony, Francesc",Plansons,1882,LIT,no,valencià,003037_Plansons.out.txt,401
doc_003038,3038,"Oller, Narcís",Cróquis del natural,1879,LIT,no,central,003038_Croquis_del_natural.out.txt,362
doc_003039,3039,"Vilanova, Emili",Cuadros populars,1881,LIT,no,central,003039_Cuadros_populars.out.txt,708
doc_003040,3040,"Vilanova, Emili",Escenas barceloninas,1886,LIT,no,central,003040_Escenas_barceloninas.out.txt,717
doc_003042,3042,"Oller, Narcís",La bogería,1898,LIT,no,central,003042_La_bogeria.out.txt,507
doc_003043,3043,"Rosselló i Crespí, Joan",Manyoc de fruita mallorquina,1903,LIT,no,baleàric,003043_Manyoc_de_fruita_mallorquina.out.txt,568
doc_003044,3044,"Oller, Narcís",Vilaniu,1885,LIT,no,central,003044_Vilaniu.out.txt,1618
doc_003045,3045,"Vayreda, Marià",La punyalada,1904,LIT,no,central,003045_La_punyalada.out.txt,916
doc_003046,3046,"Oller, Narcís","La febre d'or, I",1890,LIT,no,central,003046_La_febre_d_or_I.out.txt,787
doc_003047,3047,"Oller, Narcís","La febre d'or, II",1891,LIT,no,central,003047_La_febre_d_or_II.out.txt,1268
doc_003048,3048,"Oller, Narcís","La febre d'or, III",1892,LIT,no,central,003048_La_febre_d_or_III.out.txt,1247
doc_003049,3049,"Febrer i Cardona, Antoni",Damóclês ô el filosóf reinánt,1833,LIT,sí,baleàric,003049_Damocles_o_el_filosof_reinant.out.txt,41
doc_003050,3050,"Febrer i Cardona, Antoni",Joséf intendánt de tota l'Egípta,1833,LIT,sí,baleàric,003050_Josef_intendant_de_tota_l_Egipta.out.txt,59
doc_003051,3051,"Febrer i Cardona, Antoni",Joséf venud per els sèus germáns,1833,LIT,sí,baleàric,003051_Josef_venud_per_els_seus_germans.out.txt,38
doc_003052,3052,"Febrer i Cardona, Antoni",Daniél ô el vertader cúlto de Dèu restablért en l'Oriént,1836,LIT,sí,baleàric,003052_Daniel_o_el_vertader_culto_de_Deu_restab.out.txt,57
doc_003053,3053,"Junoy, Tomàs",Compendi de la historia de Espanya,1839,LIT,no,central,003053_Compendi_de_la_historia_de_Espanya.out.txt,83
doc_003054,3054,"Ginestà Punset, General",La pubilleta del Molins,1896,LIT,no,central,003054_La_pubilleta_del_Molins.out.txt,441
doc_003055,3055,"Ubach i Vinyeta, Francesc",Celistias,1866,LIT,no,central,003055_Celistias.out.txt,193
doc_003056,3056,"Milà i Fontanals, Manuel",La cansó del pros Bernat fill de Ramon,1867,LIT,no,central,003056_La_canso_del_pros_Bernat_fill_de_Ramon.out.txt,9
doc_003057,3057,"Rubió i Ors, Joaquim",Poesias,1858,LIT,no,central,003057_Poesias.out.txt,479
doc_003058,3058,"Pons i Massaveu, Joan",La dama negra,1898,LIT,no,central,003058_La_dama_negra.out.txt,237
doc_003059,3059,"Soler, Frederic",Cuentos de la bora del foch,1867,LIT,no,central,003059_Cuentos_de_la_bora_del_foch.out.txt,372
doc_003061,3061,"Argullol, Josep d'",Lo crit de l'anima,1869,LIT,no,central,003061_Lo_crit_de_l_anima.out.txt,51
doc_003062,3062,"Asensio d'Alcàntara, Joaquim",A la vora del foch,1867,LIT,no,central,003062_A_la_vora_del_foch.out.txt,425
doc_003063,3063,"Riera i Bertran, Joaquim",Los comediants del segon pis,1874,LIT,no,central,003063_Los_comediants_del_segon_pis.out.txt,248
doc_003064,3064,"Masriera i Colomer, Artur",Perlas catalanas,1878,LIT,no,central,003064_Perlas_catalanas.out.txt,191
doc_003065,3065,"Briz, Francesc Pelagi",Lo llibre dels noys,1871,LIT,no,central,003065_Lo_llibre_dels_noys.out.txt,153
doc_003072,3072,"Oller, Narcís",Notas de color,1883,LIT,no,central,003072_Notas_de_color.out.txt,883
doc_003073,3073,"Maura i Montaner, Gabriel",Aygo-forts,1892,LIT,no,baleàric,003073_Aygo-forts.out.txt,633
doc_003075,3075,"Bosch de la Trinxeria, Carles",L'heréu Noradell,1889,LIT,no,septentrional,003075_L_hereu_Noradell.out.txt,1310
doc_003076,3076,"Figuerola i Aldrofeu, Manuel",L'esca del pecat,1890,LIT,no,central,003076_L_esca_del_pecat.out.txt,951
doc_003078,3078,"Careta i Vidal, Antoni",Narracions estranyes,1905,LIT,no,central,003078_Narracions_estranyes.out.txt,751
doc_003082,3082,"Briz, Francesc Pelagi",Fullas,1866,LIT,no,central,003082_Fullas.out.txt,353
doc_003083,3083,"Maspons i Labrós, Maria del Pilar",Poesías catalanas,1874,LIT,no,central,003083_Poesias_catalanas.out.txt,234
doc_003084,3084,"Riera i Bertran, Joaquim",Cent faulas,1880,LIT,no,central,003084_Cent_faulas.out.txt,441
doc_003086,3086,"Costa i Llobera, Miquel",Horacianes,1906,LIT,no,baleàric,003086_Horacianes.out.txt,155
doc_003087,3087,"Ruyra, Joaquim",El país del Pler,1906,LIT,no,central,003087_El_pais_del_Pler.out.txt,71
doc_003088,3088,"Alcover, Joan",Cap al tard,1909,LIT,no,baleàric,003088_Cap_al_tard.out.txt,348
doc_003093,3093,"Verdaguer, Jacint",Jesús infant. Nazareth,1890,LIT,no,central,003093_Jesus_infant_Nazareth.out.txt,162
doc_003094,3094,"Creus i Coromines, Teodor",Set contallas del temps vell,1893,LIT,no,central,003094_Set_contallas_del_temps_vell.out.txt,270
doc_003095,3095,"Ruiz i Pablo, Àngel",Còros,1895,LIT,no,baleàric,003095_Coros.out.txt,22
doc_003096,3096,"Ruiz i Pablo, Àngel",Glosats,1895,LIT,no,baleàric,003096_Glosats.out.txt,23
doc_003097,3097,"Ruiz i Pablo, Àngel",Un bon homo,1895,LIT,no,baleàric,003097_Un_bon_homo.out.txt,32
doc_003098,3098,"Ruiz i Pablo, Àngel",Cansons de fandango,1895,LIT,no,baleàric,003098_Cansons_de_fandango.out.txt,23
doc_003099,3099,"Ruiz i Pablo, Àngel",Carta d'un mahonés,1895,LIT,no,baleàric,003099_Carta_d_un_mahones.out.txt,15
doc_003100,3100,"Ruiz i Pablo, Àngel",Vòts,1895,LIT,no,baleàric,003100_Vots.out.txt,79
doc_003101,3101,"Ruiz i Pablo, Àngel",En Jordi Busques,1895,LIT,no,baleàric,003101_En_Jordi_Busques.out.txt,16
doc_003102,3102,"Ruiz i Pablo, Àngel",Clases pasivas,1895,LIT,no,baleàric,003102_Clases_pasivas.out.txt,63
doc_003103,3103,"Guibernau, Juli Francesc",Guía cómica de la Exposició Universal de Barcelona,1888,LIT,no,central,003103_Guia_comica_de_la_Exposicio_Universal_de.out.txt,214
doc_003104,3104,"Agulló i Vidal, Ferran",Espurnas,1886,LIT,no,central,003104_Espurnas.out.txt,203
doc_003105,3105,"Careta i Vidal, Antoni",Euras,1882,LIT,no,central,003105_Euras.out.txt,589
doc_003106,3106,"Dòria i Bonaplata, Evel·lí",Música vella,1896,LIT,no,central,003106_Musica_vella.out.txt,173
doc_003109,3109,"Caseponce, Esteve",Contes vallespirenchs,1907,LIT,no,septentrional,003109_Contes_vallespirenchs.out.txt,1528
doc_003110,3110,"Navarro, Antoni",Pirinenques,1903,LIT,no,nord-occidental,003110_Pirinenques.out.txt,169
doc_003111,3111,"Martí i Folguera, Josep",Versos catalans,1893,LIT,no,central,003111_Versos_catalans.out.txt,758
doc_003112,3112,"Iglésias, Ignasi",Ofrenes,1902,LIT,no,central,003112_Ofrenes.out.txt,181
doc_003113,3113,"Mestres, Apel·les",Cansons ilustradas,1879,LIT,no,central,003113_Cansons_ilustradas.out.txt,265
doc_003114,3114,"Mestres, Apel·les",Llibre d'horas,1899,LIT,no,central,003114_Llibre_d_horas.out.txt,78
doc_003115,3115,"Verdaguer, Jacint",Canigó,1886,LIT,no,central,003115_Canigo.out.txt,535
doc_003116,3116,"Maragall, Joan",Poesies,1895,LIT,no,central,003116_Poesies.out.txt,107
doc_003118,3118,"Robrenyo, Josep",Lo hermano Buñol,1835,LIT,no,central,003118_Lo_hermano_Bunol.out.txt,245
doc_003119,3119,Anònim,El estudian magich (ó sia) l'anima del Sr. Llibori. Segona part,1845,LIT,no,central,003119_El_estudian_magich_o_sia_l_anima_del_Sr_.out.txt,184
doc_003121,3121,"Tastu, Josep",Los contrabanders,1833,LIT,no,septentrional,003121_Los_contrabanders.out.txt,10
doc_003123,3123,"Crehuet, Pompeu",Fontalegría,1910,LIT,no,central,003123_Fontalegria.out.txt,772
doc_003127,3127,"Carcassona, Bartomeu",¡Angels de Deu!,1867,LIT,no,central,003127_Angels_de_Deu.out.txt,459
doc_003128,3128,"Baró, Teodor",No es or tot lo que llú,1872,LIT,no,central,003128_No_es_or_tot_lo_que_llu.out.txt,383
doc_003129,3129,"Vilanova, Emili",Un sarauista,1897,LIT,no,central,003129_Un_sarauista.out.txt,9
doc_003130,3130,"Casas Pallerol, Jaume",¡Novicis!,1901,LIT,no,central,003130_Novicis.out.txt,250
doc_003131,3131,"Vallmitjana, Juli",L'abella perduda,1910,LIT,no,central,003131_L_abella_perduda.out.txt,124
doc_003132,3132,"Gener, Pompeu",Doctor Stumper,1909,LIT,no,central,003132_Doctor_Stumper.out.txt,123
doc_003133,3133,"Bernat i Baldoví, Josep","El virgo de Visanteta y el alcalde de Favara, ó el parlár bé no costa un pacho",1845,LIT,no,valencià,003133_El_virgo_de_Visanteta_y_el_alcalde_de_Fa.out.txt,178
doc_003134,3134,"Boix i Ricarte, Vicent",Lo toch de somaten,1862,LIT,no,valencià,003134_Lo_toch_de_somaten.out.txt,166
doc_003135,3135,"Ferrà i Perelló, Bartomeu",Els calsons de mestre Lluch ò sia qui no está avesat á dú bragues ses costures li fán llagues,1871,LIT,no,baleàric,003135_Els_calsons_de_mestre_Lluch_o_sia_qui_no.out.txt,500
doc_003136,3136,"Arolas, Joan",Milacre que sen Vicènt Ferrer eixecutá en la portería del convent de Predicadors de esta ciutat de Valencia en el añ 1412,1835,LIT,no,valencià,003136_Milacre_que_sen_Vicent_Ferrer_eixecuta_e.out.txt,45
doc_003137,3137,"Renart i Arús, Francesc","La casa de despesas, ó sea: la calumnia descubierta",1839,LIT,no,central,003137_La_casa_de_despesas_o_sea_la_calumnia_de.out.txt,295
doc_003138,3138,"Garulo i Villel, Josep",Milacre que en el any 1359 obrá el gloriós sant Vicènt Ferrer curant á Tonét Garrigues que patia unes apostemes en el còll,1846,LIT,no,valencià,003138_Milacre_que_en_el_any_1359_obra_el_glori.out.txt,82
doc_003139,3139,"Masriera i Colomer, Artur",Hamlet príncep de Dinamarca,1898,LIT,sí,central,003139_Hamlet_princep_de_Dinamarca.out.txt,1067
doc_003141,3141,"Dimas i Graells, Joaquim",Una nit de carnaval,1862,LIT,no,central,003141_Una_nit_de_carnaval.out.txt,197
doc_003142,3142,"Busquets, Marçal",Qui al cel escup...,1866,LIT,no,central,003142_Qui_al_cel_escup.out.txt,444
doc_003143,3143,"Penya i Nicolau, Pere d'Alcàntara",El cordó de la vila,1866,LIT,no,baleàric,003143_El_cordo_de_la_vila.out.txt,414
